id,name,city,state,lon,lat
1152,"Providence Hospital","BELLMEAD","TX",-0097.153610,+0031.557945
1153,"Providence Memorial Hospital","CENTRAL EL PASO","NM",-0106.500259,+0031.770939
1154,"Red Bluff General Hospital","DEER PARK","TX",-0095.149101,+0029.679119
1155,"Richards Hospital","ROCKDALE","TX",-0097.003326,+0030.659369
1156,"Riverside General Hospital","HOUSTON","TX",-0095.360771,+0029.731058
1157,"Rockglen General Hospital","CHANNELVIEW","TX",-0095.193275,+0029.772448
1158,"Rosewood General Hospital","BELLAIRE","TX",-0095.522438,+0029.738289
1159,"Rusk State Hospital","RUSK","TX",-0095.157722,+0031.806843
1160,"Saint Anns Hospital","ABILENE","TX",-0099.733696,+0032.464294
1161,"Saint Anthonys Hospital","AMARILLO","TX",-0101.834633,+0035.220612
1162,"Saint Davids Hospital","AUSTIN","TX",-0097.726112,+0030.289648
1163,"Saint Elizabeth Hospital","HOUSTON","TX",-0095.324387,+0029.775507
1164,"Saint Johns Hospital","SAN ANGELO","TX",-0100.402588,+0031.471832
1165,"Saint Joseph Hospital","HOUSTON","TX",-0095.366043,+0029.746899
1166,"Saint Joseph Hospital","BRYAN","TX",-0096.376915,+0030.671869
1167,"Saint Josephs Hospital","FORT WORTH","TX",-0097.325577,+0032.728458
1168,"Saint Judes Nursing Home","ROLLINGWOOD","TX",-0097.777504,+0030.214649
1169,"Saint Lukes Hospital","BELLAIRE","TX",-0095.400215,+0029.708290
1170,"Saint Marys Hospital","GROVES","TX",-0093.924057,+0029.909653
1171,"Saint Marys Hospital","DOWNTOWN LUBBOCK","TX",-0101.873222,+0033.577023
1172,"Sam Houston Memorial Hospital","BUNKER HILL VILLAGE","TX",-0095.494110,+0029.800226
1173,"San Jacinto Memorial Hospital","BAYTOWN","TX",-0094.979645,+0029.738007
1174,"Scott and White Hospital","TEMPLE","TX",-0097.363609,+0031.077959
1175,"Seton Hospital","AUSTIN","TX",-0097.743340,+0030.291878
1176,"Shriners Hospital","EL LAGO","TX",-0094.776871,+0029.312456
1177,"Smith Hospital","FORT WORTH","TX",-0097.326965,+0032.727348
1178,"Southern Pacific Hospital","HOUSTON","TX",-0095.364937,+0029.776617
1179,"Southmore Hospital","GALENA PARK","TX",-0095.201607,+0029.690510
1180,"Southwest General Hospital","BULVERDE","TX",-0098.541687,+0029.353844
1181,"Southwest Texas Medical Center","BALCONES HEIGHTS","TX",-0098.580017,+0029.506901
1182,"Spann Hospital","BAYSIDE","TX",-0097.403877,+0027.775024
1183,"Spohn Hospital","BAYSIDE","TX",-0097.394440,+0027.776136
1184,"Spring Branch Memorial Hospital","BUNKER HILL VILLAGE","TX",-0095.508553,+0029.803837
1185,"Stephens Memorial Hospital","BRECKENRIDGE","TX",-0098.887016,+0032.754292
1186,"Stonewall Memorial Hospital","ASPERMONT","TX",-0100.228989,+0033.150375
1187,"T and P Hospital","MARSHALL","TX",-0094.382698,+0032.547649
1188,"TDC Hospital","EL LAGO","TX",-0094.775482,+0029.312737
1189,"Taylor Hospital","DOWNTOWN LUBBOCK","TX",-0101.870163,+0033.590084
1190,"Terrace Gardens Nursing Home","MIDLAND","TX",-0102.109856,+0031.993454
1191,"Texas Medical Center","BELLAIRE","TX",-0095.401321,+0029.709669
1192,"The Johns Clinic","TAYLOR","TX",-0097.417213,+0030.571871
1193,"The Johns Hospital","TAYLOR","TX",-0097.410278,+0030.574919
1194,"Tidelands General Hospital","CHANNELVIEW","TX",-0095.145203,+0029.774117
1195,"Val Verde Memorial Hospital","DEL RIO","TX",-0100.891762,+0029.375229
1196,"Vernon State Hospital","LOCKETT","TX",-0099.291466,+0034.078979
1197,"West Texas Hospital","DOWNTOWN LUBBOCK","TX",-0101.849052,+0033.585644
1198,"Westbury Hospital","BELLAIRE","TX",-0095.478004,+0029.651623
1199,"Wheatland Retreat Hospital","DESOTO","TX",-0096.826385,+0032.648193
1200,"Wichita Falls State Hospital","WICHITA FALLS","TX",-0098.524506,+0033.845657
1201,"Wilford Hall Hospital","LACKLAND AFB","TX",-0098.620575,+0029.399954
1202,"Wintermute Memorial Hospital","PARIS","TX",-0095.783569,+0033.329002
1203,"Woodlawn Hospital","ALAMO HEIGHTS","TX",-0098.513359,+0029.452454
1204,"Woodlawn Hospital","DALLAS","TX",-0096.814720,+0032.804020
1205,"Worley Hospital","PAMPA","TX",-0100.965706,+0035.536434
1206,"Allen Memorial Hospital","MOAB","UT",-0109.563728,+0038.578873
1207,"American Fork Hospital","AMERICAN FORK","UT",-0111.768539,+0040.379951
1208,"Bear River Valley Hospital","BRIGHAM CITY","UT",-0112.022446,+0041.522434
1209,"Beaver Valley Hospital","BEAVER","UT",-0112.634941,+0038.274971
1210,"Brigham City Community Hospital","BRIGHAM CITY","UT",-0112.024948,+0041.492157
1211,"Castleview Hospital","PRICE","UT",-0110.839607,+0039.604404
1212,"Central Valley Medical Center","NEPHI","UT",-0111.829094,+0039.716625
1213,"Charter Summit Hospital","COTTONWOOD HEIGHTS","UT",-0111.895767,+0040.620228
1214,"Cottonwood Hospital","COTTONWOOD HEIGHTS","UT",-0111.885208,+0040.644947
1215,"Delta Community Medical Center","DELTA","UT",-0112.561340,+0039.350235
1216,"Dixie Medical Center","BLOOMINGTON","UT",-0113.576065,+0037.099152
1217,"Doxey-Hatch Medical Center","HOLLADAY","UT",-0111.855774,+0040.687168
1218,"Fillmore Community Medical Center","FILLMORE","UT",-0112.339661,+0038.954136
1219,"Garfield Memorial Hospital","PANGUITCH","UT",-0112.427704,+0037.825806
1220,"Gunnison Valley Hospital","CENTERFIELD","UT",-0111.816582,+0039.156353
1221,"Hertiage Park Care Center","CLEARFIELD","UT",-0112.044670,+0041.162163
1222,"Highland Ridge Hospital","COTTONWOOD HEIGHTS","UT",-0111.841049,+0040.672165
1223,"Holy Cross Jordan Valley Hospital","KEARNS","UT",-0111.970490,+0040.587727
1224,"Humana Hospital Davis North","CLEARFIELD","UT",-0111.995781,+0041.089664
1225,"Kane County Hospital","KANAB","UT",-0112.533264,+0037.053596
1226,"Lakeview Hospital","BOUNTIFUL","UT",-0111.868553,+0040.887165
1227,"Latter Day Saints Hospital","NORTH SALT LAKE","UT",-0111.879662,+0040.778835
1228,"McKay-Dee Hospital","OGDEN","UT",-0111.952446,+0041.191612
1229,"Milford Valley Memorial Hospital","MILFORD","UT",-0113.010223,+0038.401634
1230,"Monument Valley Adventist Hospital","GOULDING","UT",-0110.209015,+0037.009720
1231,"Mountain View Hospital","PAYSON","UT",-0111.713264,+0040.043846
1232,"Olympus View Hospital","HOLLADAY","UT",-0111.849937,+0040.696056
1233,"Parkside Recovery Center","HOLLADAY","UT",-0111.855774,+0040.687168
1234,"Pioneer Valley Hospital","KEARNS","UT",-0111.991051,+0040.698837
1235,"Primary Childrens Medical Center","NORTH SALT LAKE","UT",-0111.879662,+0040.782726
1236,"Rivendell of Utah","COPPERTON","UT",-0112.031334,+0040.593277
1237,"Riverwood Hospital","OREM","UT",-0111.667976,+0040.248013
1238,"Saint Benedict Hospital","OGDEN","UT",-0111.942162,+0041.210224
1239,"Saint Marks Hospital","HOLLADAY","UT",-0111.856880,+0040.686058
1240,"Saint Marks Hospital (historical)","NORTH SALT LAKE","UT",-0111.899940,+0040.787445
1241,"San Juan Hospital","MONTICELLO","UT",-0109.348999,+0037.872211
1242,"Sanpete Valley Hospital","MOUNT PLEASANT","UT",-0111.462967,+0039.530792
1243,"Sevier Valley Hospital","RICHFIELD","UT",-0112.084373,+0038.783577
1244,"South Davis Community Hospital","BOUNTIFUL","UT",-0111.871880,+0040.885227
1245,"Tooele Valley Regional Medical Center","TOOELE","UT",-0112.294670,+0040.526333
1246,"U.S. Forest Service Clinic","BULLFROG","UT",-0110.709030,+0037.516663
1247,"University of Utah Hospital","SALT LAKE CITY","UT",-0111.835487,+0040.770226
1248,"Utah State Hospital","PROVO","UT",-0111.634369,+0040.234123
1249,"Valley View Medical Center","CEDAR CITY","UT",-0113.058838,+0037.666367
1250,"Veterans Administration Hospital","SALT LAKE CITY","UT",-0111.840767,+0040.757446
1251,"Wasatch Canyons Hospital","KEARNS","UT",-0111.936333,+0040.646885
1252,"Wasatch County Hospital","CHARLESTON","UT",-0111.404350,+0040.506893
1253,"Western Instutite of Neuropsychiatry","SALT LAKE CITY","UT",-0111.822990,+0040.759117
1254,"A B Adams Convalescent Center","EMPORIA","VA",-0077.537766,+0036.685707
1255,"A D Williams Memorial Clinic","DOWNTOWN RICHMOND","VA",-0077.430260,+0037.539864
1256,"Albemarle County Health Department","CHARLOTTESVILLE","VA",-0078.482796,+0038.042076
1257,"Alexander W Terrell Memorial Infirmary","LYNCHBURG CITY","VA",-0079.172249,+0037.438473
1258,"Alleghany Memorial Hospital","COVINGTON CITY","VA",-0079.999496,+0037.794846
1259,"Andrew Rader Clinic","ALEXANDRIA","MD",-0077.076096,+0038.870392
1260,"Arlington Hospital","FALLS CHURCH","MD",-0077.127205,+0038.888439
1261,"Ashland Convalescent Center","ASHLAND","VA",-0077.495529,+0037.767643
1262,"Ashland Medical Center","ASHLAND","VA",-0077.496925,+0037.775421
1263,"Bell Hospital","BUSCH GARDENS","VA",-0076.713013,+0037.267647
1264,"Bell Hospital (historical)","BUSCH GARDENS","VA",-0076.711899,+0037.267925
1265,"Blackstone Health Center","BLACKSTONE","VA",-0077.994728,+0037.080978
1266,"Blue Ridge Sanatorium","CHARLOTTESVILLE","VA",-0078.471672,+0038.009029
1267,"Bristol Memorial Hospital","BRISTOL VA","VA",-0082.216248,+0036.595665
1268,"Buchanan General Hospital","GRUNDY","VA",-0082.107353,+0037.274002
1269,"Burrell Memorial Hospital","ROANOKE","VA",-0079.949486,+0037.282639
1270,"C And O Hospital","GLEN WILTON","VA",-0079.841988,+0037.810406
1271,"Camelot Hall Nursing Home","GATEWOOD","NC",-0079.410576,+0036.605137
1272,"Catawba Hospital","ABBOTT","VA",-0080.110870,+0037.392632
1273,"Central State Hospital","ADDISON","VA",-0077.451370,+0037.209038
1274,"Charlottesville-Albemarle Community Mental Health Hospital","CHARLOTTESVILLE","VA",-0078.500015,+0038.040138
1275,"Chesapeake General Hospital","FENTRESS","VA",-0076.246056,+0036.745979
1276,"Childrens Hospital","DOWNTOWN RICHMOND","VA",-0077.449982,+0037.570705
1277,"Chimborazo Military Hospital (historical)","DOWNTOWN RICHMOND","VA",-0077.411369,+0037.525974
1278,"Clinch Valley Medical Center","CEDAR BLUFF","VA",-0081.821228,+0037.095116
1279,"Colonial Heights Emergency Medical Services","FORT LEE","VA",-0077.409424,+0037.253479
1280,"Colonial Heights Health Department","FORT LEE","VA",-0077.408310,+0037.254318
1281,"Commonwealth Nursing Care Center","FAIRFAX","VA",-0077.310272,+0038.837616
1282,"Community Hospital of Roanoke Valley","ROANOKE","VA",-0079.939484,+0037.266247
1283,"Community Memorial Health Center","LA CROSSE","VA",-0078.133606,+0036.733471
1284,"Cotta Hospital (historical)","HANEYTOWN","VA",-0078.510841,+0038.337631
1285,"County Memorial Hospital","BEDFORD CITY","VA",-0079.517258,+0037.350971
1286,"Culpeper Memorial Hospital","CATALPA","VA",-0078.013046,+0038.455406
1287,"De Jarnette State Sanatorium","STAUNTON","VA",-0079.044746,+0038.130962
1288,"DeWitt Hospital","FORT BELVOIR","MD",-0077.136642,+0038.700394
1289,"Dixie Hospital","BUCKROE BEACH","VA",-0076.367996,+0037.010979
1290,"Dominion Hospital","FALLS CHURCH","MD",-0077.158592,+0038.870110
1291,"East Hospital","DOWNTOWN RICHMOND","VA",-0077.429703,+0037.539585
1292,"Eastern State Hospital","CENTERVILLE","VA",-0076.738007,+0037.292084
1293,"Fairfax Nursing Home","FAIRFAX","VA",-0077.315819,+0038.848721
1294,"Fauquier Hospital","AIRLIE","VA",-0077.808044,+0038.712337
1295,"Fort Myer Hospital","ALEXANDRIA","MD",-0077.080811,+0038.880672
1296,"Fort Shelby Hospital (historical)","BRISTOL VA","VA",-0082.185417,+0036.598995
1297,"Franklin Memorial Hospital","ROCKY MOUNT","VA",-0079.889755,+0036.994862
1298,"Fredericksburg Health Department","FREDERICKSBURG","VA",-0077.472214,+0038.312630
1299,"General Hospital Number 1 (historical)","DOWNTOWN RICHMOND","VA",-0077.431091,+0037.553757
1300,"General Hospital Number 12 (historical)","DOWNTOWN RICHMOND","VA",-0077.425812,+0037.533474
1301,"General Hospital Number 4 (historical)","DOWNTOWN RICHMOND","VA",-0077.431641,+0037.541256
1302,"General Hospital Number 5 (historical)","DOWNTOWN RICHMOND","VA",-0077.434700,+0037.537086
1303,"General Hospital of Virginia Beach Annex","DAM NECK","VA",-0075.979370,+0036.853210
1304,"Giles Memorial Hospital","BANE","WV",-0080.722298,+0037.322342
1305,"Gill Memorial Hospital","ROANOKE","VA",-0079.940872,+0037.267357
1306,"Goodwin House Nursing Home","ALEXANDRIA","MD",-0077.113029,+0038.836784
1307,"Greensville Memorial Hospital","EMPORIA","VA",-0077.540260,+0036.700428
1308,"Halifax Community Hospital","HALIFAX","VA",-0078.914452,+0036.712639
1309,"Henderson Student Health Service Building","BLACKSBURG","VA",-0080.416992,+0037.230412
1310,"Henrico Doctors Hospital","DUMBARTON","VA",-0077.542770,+0037.604317
1311,"Heritage Hall Nursing Home","HUGHESVILLE","MD",-0077.571381,+0039.120937
1312,"Holly Manor Nursing Home","FARMVILLE","VA",-0078.421661,+0037.308212
1313,"Hopewell Convalescent Center","BIRCHETT ESTATE","VA",-0077.325264,+0037.264320
1314,"Hopewell Medical Center","BIRCHETT ESTATE","VA",-0077.287201,+0037.304871
1315,"Island Medical Center","CHINCOTEAGUE","MD",-0075.380203,+0037.932060
1316,"Jackson Memorial Hospital (historical)","CHRISTIAN","VA",-0079.441154,+0037.784855
1317,"Jefferson Surgical Clinic","ROANOKE","VA",-0079.946434,+0037.262077
1318,"John Randolph Nursing Home","BIRCHETT ESTATE","VA",-0077.289986,+0037.307648
1319,"Johnston Memorial Hospital","ABINGDON","VA",-0081.971519,+0036.714550
1320,"Johnston-Willis Hospital","BON AIR","VA",-0077.594994,+0037.510708
1321,"Joseph Willard Health Center","FAIRFAX","VA",-0077.299988,+0038.850670
1322,"Kenner Army Hospital","BIRCHETT ESTATE","VA",-0077.347481,+0037.238209
1323,"Kings Daughters Hospital","STAUNTON","VA",-0079.068642,+0038.162628
1324,"Lakeview Medical Clinic","DOWNTOWN SUFFOLK","VA",-0076.595230,+0036.729038
1325,"Lee County Community Hospital","PENNINGTON GAP","KY",-0083.047951,+0036.750366
1326,"Lee Medical Center","DOWNTOWN RICHMOND","VA",-0077.461090,+0037.554035
1327,"Lewis Gale Hospital","ROANOKE","VA",-0079.946152,+0037.269577
1328,"Lewis-Gale Hospital","SALEM CITY","VA",-0080.031433,+0037.263466
1329,"Loudoun Hospital Center","BELMONT","MD",-0077.569153,+0039.120106
1330,"Louise Obici Memorial Hospital","DOWNTOWN SUFFOLK","VA",-0076.583000,+0036.755711
1331,"Lynchburg City Health Department","BOCOCK","VA",-0079.172806,+0037.417362
1332,"Lynchburg Training School and Hospital","BOCOCK","VA",-0079.116135,+0037.410419
1333,"Manor Care Nursing Home","ALEXANDRIA","MD",-0077.128876,+0038.860111
1334,"Marion Dupont Scott Equine Medical Center","LEESBURG","MD",-0077.570541,+0039.128716
1335,"Marion General Hospital","ADWOLF","VA",-0081.522621,+0036.832054
1336,"Marshall Lodge Memorial Hospital","BOCOCK","VA",-0079.143639,+0037.406532
1337,"Martinsville General Hospital","MARTINSVILLE CITY","VA",-0079.864204,+0036.686806
1338,"Mary Immaculate Hospital","DENBIGH","VA",-0076.511345,+0037.144314
1339,"Mary Washington Hospital","FREDERICKSBURG","VA",-0077.472214,+0038.312351
1340,"Maryview Hospital","DOWNTOWN NORFOLK","VA",-0076.348557,+0036.837368
1341,"Mattie Williams Hospital","CEDAR BLUFF","VA",-0081.797340,+0037.095116
1342,"Medical College of Virginia Hospital","DOWNTOWN RICHMOND","VA",-0077.429703,+0037.540146
1343,"Meherrin Dialysis Center","EMPORIA","VA",-0077.541092,+0036.699589
1344,"Melrose Clinic","SALEM CITY","VA",-0079.978935,+0037.288467
1345,"Memorial Hospital","GATEWOOD","NC",-0079.405029,+0036.578197
1346,"Memorial Hospital","ROANOKE","VA",-0079.940865,+0037.251808
1347,"Memorial Hospital","FAIRVIEW","VA",-0078.468063,+0038.662338
1348,"Metropolitan Hospital","DOWNTOWN RICHMOND","VA",-0077.449982,+0037.548756
1349,"Montgomery Regional Hospital","BLACKSBURG","VA",-0080.411438,+0037.187351
1350,"Mount Vernon Hospital","BELLE HAVEN","MD",-0077.076645,+0038.739555
1351,"Municipal Hospital","DOWNTOWN NORFOLK","VA",-0076.205215,+0036.867371
1352,"National Childrens Rehabilitation Center","GLEEDSVILLE","MD",-0077.584152,+0039.115936
1353,"Nelson Sanitarium (historical)","CHARLOTTESVILLE","VA",-0078.479454,+0038.032917
1354,"New Altamont Hospital","CHRISTIANSBURG","VA",-0080.415329,+0037.126801
1355,"Norfolk Community Hospital","DOWNTOWN NORFOLK","VA",-0076.259384,+0036.849869
1356,"Norfolk General Hospital","DOWNTOWN NORFOLK","VA",-0076.301888,+0036.862930
1357,"North Hospital","DOWNTOWN RICHMOND","VA",-0077.428871,+0037.539864
1358,"Northern Virginia Doctors Hospital","ALEXANDRIA","MD",-0077.126091,+0038.860111
1359,"Northern Virginia Mental Health Institute","FAIRFAX","VA",-0077.231926,+0038.858170
1360,"Orange-Gordonsville Community Hospital","BOSWELLS TAVERN","VA",-0078.189445,+0038.140697
1361,"Patrick Henry Hospital","DENBIGH","VA",-0076.510231,+0037.147644
1362,"Petersburg Psychiatric Institute","FORT LEE","VA",-0077.361641,+0037.186817
1363,"Pine Camp Sanitarium (historical)","CHAMBERLAYNE","VA",-0077.446373,+0037.600143
1364,"Pittsylvania County Health Clinic","CHATHAM","VA",-0079.394188,+0036.835419
1365,"Portsmouth General Hospital","DOWNTOWN NORFOLK","VA",-0076.308838,+0036.842369
1366,"Portsmouth Health Center","DOWNTOWN NORFOLK","VA",-0076.305222,+0036.836540
1367,"Portsmouth Naval Hospital","DOWNTOWN NORFOLK","VA",-0076.306602,+0036.844868
1368,"Potomac Hospital","CHERRY HILL","VA",-0077.286369,+0038.637619
1369,"Powhatan Nursing Home","FALLS CHURCH","MD",-0077.164421,+0038.906219
1370,"Whidbey General Hospital","COUPEVILLE","WA",-0122.683784,+0048.213989
1371,"Pratt Clinic Medical Center","FREDERICKSBURG","VA",-0077.464432,+0038.304569
1372,"Prince Squire Medical Center","EMPORIA","VA",-0077.540260,+0036.699589
1373,"Pulaski Community Hospital","DRAPER","VA",-0080.757011,+0037.068184
1374,"Pulaski Hospital (historical)","DRAPER","VA",-0080.784515,+0037.056232
1375,"Radford Community Hospital","RADFORD","VA",-0080.568947,+0037.129017
1376,"Raiford Hospital (historical)","FRANKLIN","VA",-0076.923286,+0036.677933
1377,"Raleigh Court Health Care Center","SALEM CITY","VA",-0079.978096,+0037.264027
1378,"Rappahannock General Hospital","BYRDTON","VA",-0076.387451,+0037.701248
1379,"Rappahannock Medical Clinic","FIVE FORKS","VA",-0078.158897,+0038.713177
1380,"Reston Hospital","STERLING PARK","VA",-0077.363876,+0038.962330
1381,"Richmond City Hospital (historical)","DOWNTOWN RICHMOND","VA",-0077.430809,+0037.553204
1382,"Richmond Community Hospital","DOWNTOWN RICHMOND","VA",-0077.406090,+0037.540974
1383,"Richmond Memorial Hospital","DOWNTOWN RICHMOND","VA",-0077.454140,+0037.579037
1384,"Richmond Nursing Home","DOWNTOWN RICHMOND","VA",-0077.409706,+0037.553757
1385,"Riverside Convalescent Home","FREDERICKSBURG","VA",-0077.460823,+0038.306801
1386,"Riverside Hospital","BEACONSDALE","VA",-0076.483002,+0037.064587
1387,"Riverside Walter Reed Hospital","ARK","VA",-0076.541611,+0037.420139
1388,"Roanoke Valley Psychiatric Center","SALEM CITY","VA",-0080.028374,+0037.263466
1389,"Robertson Hospital (historical)","DOWNTOWN RICHMOND","VA",-0077.441643,+0037.542084
1390,"Rockingham County Health Center","DALE ENTERPRISE","VA",-0078.865860,+0038.449844
1391,"Rockingham Memorial Hospital","DALE ENTERPRISE","VA",-0078.871140,+0038.439846
1392,"Roman Eagle Nursing Home","DANVILLE CITY","NC",-0079.382805,+0036.620968
1393,"Saint Albans Hospital","RADFORD","VA",-0080.577560,+0037.139565
1394,"Saint Lukes Hospital","DUMBARTON","VA",-0077.525818,+0037.631535
1395,"Saint Lukes Hospital","DOWNTOWN RICHMOND","VA",-0077.453033,+0037.549866
1396,"Saint Marys Hospital of Richmond","DOWNTOWN RICHMOND","VA",-0077.511932,+0037.583473
