id,year,text,Council_District
639,2016,Integrated transportation is critical.,9
640,2016,"Interconnect hike and bike trails, neighborhoods.",10
641,2016,Invest in AISD schools.,7
642,2016,investigate the fees apartment complexes are tacking onto renter's water bills.,10
643,2016,Investors appear to (be) buying all the affordable homes & using them as rentals. Home prices are too high!,5
644,2016,It doesn't matter how nice things are you build if you don't take care of them.,5
645,2016,"It is becoming almost impossible to continue to live in this city. Every time you raise our taxes or increase our costs just to live here, you push out the longtime residents. This city has a lot of people who struggle with expenses and yet the only relief is offered to those on the eastside. South Austin is losing businesses and residents.  Until the city finds a way to conduct business without wasting money on fluff projects that benefit only a few, I will have to consider moving outside the city. I cant afford your social experiments anymore.",5
646,2016,"It is getting too expensive to live in Austin. City officials say they want to reduce the cost, yet they continue to increase taxes and fees. The composting proposal is completely insane. Why? Most cities did away with garbage collection because of the public health concern. Austin will be going back to the '50s.",10
647,2016,It makes me really sad that there is a high possibility that I will never be able to afford a home in Austin.,3
648,2016,It was be nice if you actually cared that rent is out of control due to investors flipping home.,5
649,2016,It would be for REAL affordable housing.,7
650,2016,IT WOULD BE GREAT TO HAVE MORE SIDEWALKS.,5
651,2016,"It's a great place to live and grow a family.  I believe we our growth will continue to change or dynamics for the good and the bad.  But other than that, Austin is a great place to be.",1
652,2016,"It's becoming harder and harder for an average family to live in the city limit, even living on the edge of the city, with rising property rates and traffic. Can we add a tax increase to people who come in from outside the surrounding counties for festivals and conferences? And for people staying in hotels during drought, increase their bills for their use of our water.",7
653,2016,"It's getting too expensive to live in Austin. I moved here in 2009 and it was affordable. Now it's out of control. Rent is ALWAYS getting higher and higher. If it continues like this, I will move out.",2
654,2016,It's growing too fast and we have no affordable housing!,5
655,2016,It's time for sidewalks in town.,7
656,2016,It's time to get rid of the Mafia that runs the permits department.,7
657,2016,"It's time we put people's tax money into infrastructure, less into special programs.",5
658,2016,"keep Austin ""Austin""",7
659,2016,"Keep Austin artistic, neighborly. Please emphasis more in environment programs.",1
660,2016,"Keep Austin Beautiful, Healthy, Kind and Safe!",10
661,2016,Keep Austin clean & in compliance.,2
662,2016,"KEEP AUSTIN QUALITY OF LIFE BY INVESTING IN TRAILS, BIKE LANES, SIDEWALKS, PARKS, THESE ARE IMPORTANT FOR ALL SOCIO-ECONOMIC LEVELS AND TO MAINTAIN A PEOPLE CENTRIC COMMUNITY",6
663,2016,KEEP AUSTIN WEIRD & MAKE SURE TO SUPPORT LOCAL BUSINESS AND MUSIC,7
664,2016,Keep Austin weird--cultural and human services and libraries & bike trails so important,5
665,2016,KEEP CLEANING UP DRUG AREAS.,4
666,2016,Keep doing your JOB,6
667,2016,keep new people out of city and reduce current population,5
668,2016,Keep supporting the police and keep public safety as your top priority,8
669,2016,"Keep the grass cut low on all streets, sometimes the grass is so tall you can't see oncoming traffic.",3
670,2016,Keep the United Nations people and their Agenda 21 and Agenda 2030 completely out of our city.,9
671,2016,KEEP UP THE GOOD WORK,10
672,2016,"Keep up the good work! The city has it's share of problems, but you and the councilmen work hard and are doing well in managing them.",7
673,2016,"KEEP UP THE GOOD WORK, MR MAYOR",6
674,2016,LARGE APARTMENT COMPLEXES SHOULD NOT BE BUILT IN SINGLE FAMILY NEIGHBORHOODS.,5
675,2016,LARGEST STATE AGENCIES TOGETHER TO DISCUSS ALTERNATIVE WORK SCHEDULES TO HELP WITH TRAFFIC AND RENT PRICES TAT MAKE AUSTIN UNLIVABLE.,10
676,2016,"Less concern with anything involving bike lanes. Its Austin its 100Â° all the time. No one I know rides in the city and taking parking away for bikes is not logical to me. 
Any City Council member that votes consistently on bike lanes should Only be allowed to ride a bike to and from work otherwise for Life.",7
677,2016,LESS ECONOMIC DEVELOPMENT. MORE HEALTH HUMAN SERVICES.,9
678,2016,LESS EMPHASIS ON DIVERSITY AND MORE EMPHASIS ON THE COMMUNITY.,10
679,2016,"Less focus on Diversity, more focus on its opposite: Community",10
680,2016,Less focus on downtown issues!,7
681,2016,"LESS STUDIES, MORE ACTION",9
682,2016,Less tax breaks as incentives for businesses to move to Austin,1
683,2016,LET 18 WHEELERS TRAVEL THE TOLL ROAD FREE OF CHARGE AND PERMIT THEM FROM TRAVELING DOWNTOWN IH35,4
684,2016,Let our police do their JOBS! BLM does not mean you can disobey a police officer!,7
685,2016,LET UBER OPERATE IN THE DIRECT CORRELATION TO DECREASED DWI RATES.,5
686,2016,LET UBER RUN THEIR OWN BUSINESS PLEASE.,9
687,2016,Let us have other options on electric and water with better rates.,7
688,2016,Let's confront our city's affordability problem head on.,1
689,2016,Let's get the traffic moving.,6
690,2016,"Let's have less mindless development that benefits only high dollar investors, & more thought & smart and dollars given to support quality of the neighborhoods for a better quality of life in Austin!",6
691,2016,LET'S KEEP AUSTIN MOVING.,1
692,2016,"Let's make sure that we are being the technologically advanced city that we should be and try to work with companies that are innovative and breaking molds, such as Uber and AirBnB. Let's not try to inhibit the growing sharing community, and learn more about how it can help Austin's overall needs.",5
693,2016,Let's manage our growth!,9
694,2016,Light rail and other public transport.,9
695,2016,LIGHT RAIL IT'S A JOKE. TOTALLY DISSATISFIED.,7
696,2016,Light rail please!,10
697,2016,Limit city  growth by not enticing business to relocate here.  Fast population growth is the cities biggest problem in areas such as congestion and expensiveness.,7
698,2016,Limit density until transportation/parking infrastructure catches up to current growth.,9
699,2016,Limit pension liabilities and debt for retired employees.,8
700,2016,Listen,7
701,2016,Listen to Ellen Troxclair - she's a smart girl with snap.,9
702,2016,LISTEN. TOLL ROADS WILL NOT SOLVE TRAFFIC.,9
703,2016,"LONG RANGE PLANNING FOR GROWTH TRAFFIC,WATER,ETC.",8
704,2016,Look at the terrible traffic problem & stop building more apartments.,5
705,2016,Look into creating a full loop around Austin to alleviate 35 & MOPAC traffic similar to San Antonio. Thank you for the survey and allowing us to offer input. Have a great week.,5
706,2016,Look into rental apartments and how they are scamming and overcharging tenants.,4
707,2016,"Look to the future and now on the cities growth.  In regards to more major freeways, useful public transportation(i.e.: trains & metro), affordability of utilities, stiffening code enforcement and stop favoring developers.",4
708,2016,LOSS OF LIVE THEATER SPACE IS A CULTURAL DISASTER.,4
709,2016,Lower electric utility costs.,7
710,2016,LOWER ENERGY PRICES.,5
711,2016,LOWER PROPERTY TAXES OR PROVIDE HOMESTEAD EXEMPTIONS FOR THOSE LIVING IN THE FAMILY HOME FOR MULTIPLE YEARS SO WE HAVE A PLACE TO LIVE.,1
712,2016,Lower property taxes!,5
713,2016,LOWER PROPERTY TAXES.,7
714,2016,Lower property taxes.,8
715,2016,Lower property taxes.,3
716,2016,Lower rent affordable housing,1
717,2016,"LOWER SCHOOL TAXES, TOO MUCH FOR RETIRED FOLKS.",5
718,2016,lower taxes & quit wasting taxpayer money,6
719,2016,Lower taxes and utility bill.,6
720,2016,"Lower taxes. Increase of taxes, but, no increase in salary to match cost of living.",8
721,2016,LOWER THE COST OF USING TOLL ROADS TO LIGHTEN TRAFFIC ON I-35.,4
722,2016,"Lower the tax rates across the board, it's extreme.",2
723,2016,Lower utilities or get another choice. Too expensive!,5
724,2016,Lowering electric bill.,1
